가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
강기천변,35.454354,127.461385,35.443846,127.436462,"왕벚나무, 살구나무",36,0.3,2019,"양 옆 왕벚나무, 살구나무 식재 조성",,,강기천~이백내척길,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
황산로(24호선),35.443612,127.468022,35.453358,127.458276,"왕벚나무, 살구나무",33,0.84,2019,"양 옆 왕벚나무, 살구나무 식재 조성",,황산로(24호선),요천교~ 강기천,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
요천로,35.416813,127.416826,35.457913,127.445221,왕벚나무,266,4.4,2015,양 옆 왕벚나무 식재 조성,,,이백면 척문리 ~ 남계리구간,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
요천로(19호선),35.467173,127.453296,35.500733,127.510338,"은행나무, 무궁화",276,10,,"양 옆 은행나무, 무궁화 식재 조성",,요천로(19호선),산동면 목동리 ~ 산동면 월산리,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
요천상로,35.475149,127.475527,35.491383,127.491760,배롱나무,430,3.5,,양 옆 배롱나무 식재 조성,,,산동면 부절리 ~ 산동면 태평리,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
요천제방길,35.475149,127.475527,35.467173,127.453296,"느티나무, 왕벚나무",1096,9.3,,"양 옆 느티나무, 왕벚나무 식재 조성",,,산동면 부절리~산동면 월산리산동면 목동리~산동면 목동리,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
대기대상길,35.493286,127.486607,35.528181,127.472782,감나무,300,2,,양 옆 감나무 식재 조성,,,산동면 대촌리 ~ 산동면 상신리,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
동남원IC진입로,35.481349,127.480071,35.472588,127.469982,배롱나무,174,1.3,2020,양 옆 배롱나무 식재 조성,,,산동면 동남원 IC(중절교차로 ~ 부절1교회전교차로),063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
황산로(24호선),35.475319,127.628101,35.468072,127.635348,이팝나무,228,2.1,,양 옆 이팝나무 식재 조성,,황산로(24호선),인월면 서무리 ~ 인월면 서무리,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
천왕봉로(60호선),35.428912,127.619006,35.458416,127.607045,단풍나무,407,3.3,,양 옆 단풍나무 식재 조성,,천왕봉로(60호선),인월면 인월리 ~ 인월면 중군리,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
인월장터로(37호선),35.466776,127.592613,35.467383,127.591726,은행나무,338,1.5,,양 옆 은행나무 식재 조성,,인월장터로(37호선),인월면 서무리 ~ 인월면 서무리,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
풍천제방길,35.484391,127.603186,35.502886,127.612406,왕벚나무,266,6,,양 옆 왕벚나무 식재 조성,,,제방길 일원,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
아백로,35.508891,127.612657,35.481598,127.590837,"은행나무, 배롱나무",456,0.4,,"양 옆 은행, 배롱나무 식재 조성",,,아영면 인풍리 ~ 아영면 청계리,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
고인청계길,35.508405,127.612638,35.525033,127.613965,배롱나무,137,2,,양 옆 배롱나무 식재 조성,,,아영면 청계리 ~ 아영면 의지리,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,양버즘나무,4,0.3,,양버즘나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,산딸나무,115,0.3,,산딸나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,스트로브잣나무,4,0.3,,스트로브잣나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점4로,37.215278,127.039444,37.21283732,127.033056,이팝나무,139,0.8,,이팝나무,병점4로,,병점4로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점3로,37.208056,127.035833,37.20738457,127.033611,벚나무,22,0.1,,벚나무,병점3로,,병점3로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점서로,37.207222,127.038611,37.210556,127.038056,이팝나무,37,0.3,,이팝나무,병점서로,,병점서로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.214167,127.051389,37.210278,127.048611,벚나무,40,0.1,,벚나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점1로,37.198889,127.041667,37.201111,127.037222,벚나무,36,0.2,,벚나무,병점1로,,병점1로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 854번길,37.204722,127.0135034,37.202222,127.022778,벚나무,43,0.3,,벚나무,효행로 854번길,,효행로 854번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 854번길,37.204722,127.0135034,37.202222,127.022778,스트로브잣나무,39,0.3,,스트로브잣나무,효행로 854번길,,효행로 854번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
서부로,37.230833,126.984722,37.200833,127.021111,은행나무,543,5.5,,은행나무,서부로,,서부로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
서부로,37.230833,126.984722,37.200833,127.021111,느티나무,36,5.5,,느티나무,서부로,,서부로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
서부로,37.230833,126.984722,37.200833,127.021111,느티나무,50,5.5,,느티나무,서부로,,서부로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
10용사로,37.220278,127.023889,37.19499516,127.030556,느티나무,143,0.7,,느티나무,10용사로,,10용사로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
10용사로,37.220278,127.023889,37.19499516,127.030556,소나무,3,0.7,,소나무,10용사로,,10용사로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
세자로,37.186667,126.9799031,37.175278,126.980556,벚나무,156,1.2,,벚나무,세자로,,세자로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
만년로,37.172222,126.984722,37.196389,127.006111,버즘나무,49,5.1,,버즘나무,만년로,,만년로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
가장로,37.166944,126.986667,37.169444,126.990833,벚나무,74,0.9,,벚나무,가장로,,가장로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
가장로,37.16585554,126.983889,37.168889,126.986389,이팝나무,50,0.3,,이팝나무,가장로,,가장로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
동탄원천로,37.219167,127.055556,37.235278,127.135556,이팝나무,1250,6,,이팝나무,동탄원천로,,동탄원천로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
동탄원천로,37.219167,127.055556,37.235278,127.135556,느티나무,400,6,,느티나무,동탄원천로,,동탄원천로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
영통로 61번길,37.232222,127.055556,37.235278,127.061111,이팝나무,65,0.3,,이팝나무,영통로 61번길,,영통로 61번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
영통로 50번길,37.233806,127.066111,37.235278,127.062778,느티나무,101,0.3,,느티나무,영통로 50번길,,영통로 50번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
영통로 26번길,37.233611,127.064722,37.234722,127.0677096,느티나무,60,0.2,,느티나무,영통로 26번길,,영통로 26번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
"영통로, 효행로",37.235833,127.060278,37.230278,127.068611,벚나무,118,1.9,,벚나무,"영통로, 효행로",,"영통로, 효행로",031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
"영통로, 효행로",37.235833,127.060278,37.230278,127.068611,이팝나무,29,1.9,,이팝나무,"영통로, 효행로",,"영통로, 효행로",031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
반월2지구 대로3-14호선(1공구),37.305278,127.0580537,37.226667,127.064167,이팝나무,129,0.6,,이팝나무,반월2지구 대로3-14호선(1공구),,반월2지구 대로3-14호선(1공구),031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
반월4지구 대로3-14호선,37.228333,127.059167,37.226667,127.064167,이팝나무,120,0.7,,이팝나무,반월4지구 대로3-14호선,,반월4지구 대로3-14호선,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
"화산중앙로, 화산남로",37.205278,127.014722,37.210278,127.010833,이팝나무,130,0.7,,이팝나무,"화산중앙로, 화산남로",,"화산중앙로, 화산남로",031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
용주로,37.206944,126.909722,37.20545735,127.014444,느티나무,137,2.8,,느티나무,용주로,,용주로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
용주로,37.206944,126.909722,37.20545735,127.014444,소나무(장송),115,2.8,,소나무(장송),용주로,,용주로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
신설도로,37.218333,126.946944,37.206944,126.937778,벚나무,224,1,,벚나무,신설도로,,신설도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
시청로,37.191667,126.882222,37.201944,126.930833,은행나무,140,3,,은행나무,시청로,,시청로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
항봉로,37.133889,126.941111,37.148611,126.933889,벚나무,344,2,,벚나무,항봉로,,항봉로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
구장-상기간,37.197778,126.915556,37.176944,126.907778,이팝나무,199,1.6,,이팝나무,구장-상기간,,구장-상기간,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점중앙로,37.218889,127.038056,37.218889,127.034722,단풍나무,82,0.5,,단풍나무,병점중앙로,,병점중앙로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
은행나무,37.218056,127.038056,37.218333,127.038889,은행나무,37,0.1,,은행나무,은행나무,,은행나무,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점중앙로211번길,37.215556,127.034444,37.216389,127.036111,이팝나무,18,0.2,,이팝나무,병점중앙로211번길,,병점중앙로211번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점1로,37.201944,127.038333,37.218056,127.036667,느티나무,398,2.4,,느티나무,병점1로,,병점1로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점중앙로,37.217222,127.034444,37.211111,127.038333,이팝나무,111,1.1,,이팝나무,병점중앙로,,병점중앙로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점4로,37.216389,127.041667,37.21818851,127.043889,메타세콰이어,74,0.6,,메타세콰이어,병점4로,,병점4로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점3로,37.210278,127.048056,37.216667,127.043333,고로쇠나무,98,0.9,,고로쇠나무,병점3로,,병점3로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점3로,37.210278,127.048056,37.216667,127.043333,느티나무,35,0.9,,느티나무,병점3로,,병점3로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로,37.21464111,126.9823781,37.214167,127.050556,은행나무,194,1.1,,은행나무,효행로,,효행로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점로,37.211111,127.041111,37.211111,127.042222,이팝나무,11,0.1,,이팝나무,병점로,,병점로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점3동,37.214444,127.048889,37.209167,127.039722,이팝나무,157,0.8,,이팝나무,병점3동,,병점3동,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점3로,37.208611,127.038889,37.208611,127.038611,벚나무,20,0.2,,벚나무,병점3로,,병점3로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점동로,37.205278,127.045556,37.20993658,127.041944,대왕참나무,98,0.6,,대왕참나무,병점동로,,병점동로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
병점중앙로,37.207222,127.039722,37.199722,127.044722,느티나무,158,1.2,,느티나무,병점중앙로,,병점중앙로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
동탄숲속로,37.208611,127.051667,37.209444,127.048889,느티나무,59,0.4,,느티나무,동탄숲속로,,동탄숲속로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.214167,127.045833,37.210278,127.0406913,메타세콰이어,54,0.5,,메타세콰이어,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.215833,127.045833,37.213611,127.0406913,참느릅나무,50,0.3,,참느릅나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.215833,127.045833,37.213611,127.0406913,대왕참나무,14,0.3,,대왕참나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.213333,127.051389,37.211667,127.046944,은행나무,41,0.4,,은행나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.213333,127.051389,37.211667,127.046944,단풍나무,14,0.4,,단풍나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,벚나무,21,0.3,,벚나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,은행나무,50,0.3,,은행나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,벚나무,213,0.3,,벚나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
